Title,First air date,End date,Rating,Genres,Status,Network,Summary
The Amazing Race,2001/09/05,,6.8,"[""Action"", ""Adventure"", ""Family""]",Running,CBS,"From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime."
Supernatural,2005/09/13,2020/11/19,8.4,"[""Drama"", ""Action"", ""Supernatural""]",Ended,The CW,"This haunting series follows the Winchester brothers as they crisscross the lonely and mysterious back roads of the country in their '67 Chevy Impala, hunting down every evil supernatural force they encounter along the way."
The Strain,2014/07/13,2017/09/17,7.4,"[""Drama"", ""Horror"", ""Thriller""]",Ended,FX,"The Strain is a high-concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain…"
The Last Ship,2014/06/22,2018/11/11,7.5,"[""Drama"", ""Action"", ""Thriller""]",Ended,TNT,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone and unaffected Navy destroyer, the USS Nathan James, must find a way to pull humanity from the brink of extinction."
True Blood,2008/09/07,2014/08/24,7.9,"[""Drama"", ""Romance"", ""Supernatural""]",Ended,HBO,True Blood is a horror/drama based on a series of novels called The Southern American Vampires Mysteries. It focuses on Sookie Stackhouse and her various encounters with vampires and other supernatural beings. The show is centred in the small town of Bon Temps in Louisiana. The…
Once Upon a Time in Wonderland,2013/10/10,2014/04/03,6.8,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,ABC,"In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. An invisible cat, a hookah smoking caterpillar and playing-cards that talk are just some of the fantastic things she's seen during this impossib…"
Hawaii Five-0,2010/09/20,2020/04/03,7.7,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"Hawaii Five-0 is a contemporary take on the classic series about a new elite federalized task force whose mission is to wipe out the crime that washes up on the Islands' sun-drenched beaches. Detective Steve McGarrett, a decorated Naval officer-turned-cop, returned to Oahu to in…"
Hellsing,2001/10/10,2002/01/16,7.3,"[""Anime"", ""Horror"", ""Supernatural""]",Ended,Fuji TV,Hellsing is a 13-part anime based on the manga of the same name. The plot is significantly difficult to that of the the manga although the characters are the same. The show mainly focuses on the hellsing institute that houses the anti-hero named Alucard who swore loyalty to the…
Hellsing Ultimate,2006/02/10,2012/12/26,7.6,"[""Drama"", ""Action"", ""Anime"", ""Horror""]",Ended,TBS,"Hellsing Ultimate, unlike the 13-part Hellsing series, follows the manga of the same name very closely. Alucard being the main protagonist and anti-hero/vampire. Hellsing Ultimate is a 10-part series of OVAs whereby Alucard turns Sera's into a vampire. The main focus of the plot…"
Berserk,1997/10/07,1998/03/31,8.1,"[""Anime"", ""Fantasy"", ""Horror""]",Ended,NTV,Berserk is a 25-part anime set in a dark fantasy/horror environment whereby the series focuses on the main character guts; a lone swordman who later meets up with a group of mercenaries called the band of the hawk. The leader of this band holds a strange necklace called a beheli…
Californication,2007/08/13,2014/06/29,7.8,"[""Drama"", ""Comedy""]",Ended,Paramount+ with Showtime,Californication is a series based around the writer Hank Moody. He moves to California and suffers a writers block as well as many other family and personal issues. His drinking and generally unhealthy lifestyle interrupts his relationships with his long term lover Karen and his…
Vikings,2013/03/03,2021/03/05,8.6,"[""Drama"", ""Action"", ""History""]",Ended,History,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean."
American Horror Story,2011/10/05,,7.5,"[""Drama"", ""Horror"", ""Thriller""]",Running,FX,"American Horror Story is an horror television anthology series. Each season is conceived as a self-contained miniseries, following a disparate set of characters and settings, and a storyline with its own beginning, middle, and end. While some actors appear for more than one year…"
Marvel's Agents of S.H.I.E.L.D.,2013/09/24,2020/08/12,8.0,"[""Action"", ""Adventure"", ""Science-Fiction""]",Ended,ABC,"Phil Coulson heads an elite team of fellow agents with the worldwide law-enforcement organization known as S.H.I.E.L.D. (Strategic Homeland Intervention Enforcement and Logistics Division), as they investigate strange occurrences around the globe. Its members -- each of whom bri…"
Fargo,2014/04/15,,8.7,"[""Drama"", ""Comedy"", ""Crime""]",To Be Determined,FX,"Fargo is a seasonal anthology crime drama with some dark comical elements, inspired by the film Fargo written by the Coen brothers. Each season follows a new case and new characters, all entrenched in the trademark humor, murder and ""Minnesota nice"" that has made the film an end…"
Hemlock Grove,2013/04/19,2015/10/23,7.0,"[""Drama"", ""Horror"", ""Thriller""]",Ended,Netflix,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight."
Helix,2014/01/10,2015/04/10,6.5,"[""Horror"", ""Science-Fiction"", ""Thriller""]",Ended,Syfy,Helix is a science fiction thriller that focuses on a CDC expedition into the arctic. They go there to investigate the potential outbreak of a disease with no idea what they are getting themselves into. They encounter an almost zombie-like threat that could threaten mankind itse…
The Killing,2011/04/03,2014/08/01,8.2,"[""Drama"", ""Crime"", ""Thriller""]",Ended,AMC,"The Killing follows Seattle homicide detectives Stephen Holder and Sarah Linden and their work as detectives investigating murders. Sarah Linden takes cases very seriously and has issues keeping her work and family separate, as she pairs up with recovering addict Stephen Holder…"
Intruders,2014/08/23,2014/10/11,7.0,"[""Drama"", ""Fantasy"", ""Thriller""]",Ended,BBC America,"A contemporary, chilling, paranormal tale set in the moody Pacific Northwest, the series spins a fascinating and complex web of drama. As strange, apparently unrelated events start happening, multiple story-lines - a missing wife, an assassin covering his crimes, a child on the…"
Z Nation,2014/09/12,2018/12/28,7.2,"[""Action"", ""Horror"", ""Science-Fiction""]",Ended,Syfy,"Z Nation starts three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood. Although the antibodies he carries are…"
Resurrection,2014/03/09,2015/01/25,7.1,"[""Drama"", ""Science-Fiction"", ""Mystery""]",Ended,ABC,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear. An 8-year-old American boy wakes up alone in a rice paddy in a rural Chinese province with no idea how he got there. Details start to emerge when the boy, who calls him…"
Death Note,2006/10/03,2007/06/26,8.8,"[""Anime"", ""Fantasy"", ""Thriller""]",Ended,NTV,Death Note is an anime series based around a manga of the same name whereby a human finds a death god's notebook. Any person's name written in this notebook will die. The main character who finds this noteboook is Light Yagami who faces off against an unfaced character named L w…
Last Man Standing,2011/10/11,2021/05/20,7.8,"[""Comedy"", ""Family""]",Ended,FOX,"Last Man Standing follows Mike Baxter, a married father of three girls, who tries to maintain his manliness, despite being surrounded by women."
Sleepy Hollow,2013/09/16,2017/03/31,7.5,"[""Drama"", ""Mystery"", ""Supernatural""]",Ended,FOX,"Sleepy Hollow is a thrilling mystery-adventure drama series spanning two and a half centuries, in which a resurrected Ichabod Crane pairs up with a present-day police lieutenant to save the enigmatic town of Sleepy Hollow--and the world--from unprecedented evil."
Outlander,2014/08/09,,7.9,"[""Adventure"", ""Romance"", ""Science-Fiction""]",Running,STARZ,"Outlander follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young…"
Scorpion,2014/09/22,2018/04/16,7.3,"[""Drama"", ""Action"", ""Thriller""]",Ended,CBS,"Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpi…"
NCIS: New Orleans,2014/09/23,2021/05/23,7.5,"[""Drama"", ""Crime""]",Ended,CBS,"NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orlean…"
Forever,2014/09/22,2015/05/05,8.1,"[""Drama"", ""Crime"", ""Supernatural""]",Ended,ABC,"Doctor Henry Morgan, New York City's star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years - the answer to his own inexplicable immortality. This long life has given Henry re…"
Witches of East End,2013/10/06,2014/10/05,7.5,"[""Drama"", ""Fantasy"", ""Romance""]",Ended,Lifetime,"Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are…"
Madam Secretary,2014/09/21,2019/12/08,7.7,"[""Drama""]",Ended,CBS,"Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college…"
Brooklyn Nine-Nine,2013/09/17,2021/09/16,8.1,"[""Comedy"", ""Action"", ""Crime""]",Ended,NBC,"Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge."
The Lottery,2014/07/20,2014/09/28,6.5,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,Lifetime,"Set within a dystopian future driven by a global fertility crisis, The Lottery reveals a world staring down the barrel of impending extinction as women have mysteriously stopped bearing children. After years of research, Dr. Alison Lennon and her team remarkably fertilize 100 em…"
The Knick,2014/08/08,2015/12/18,8.3,"[""Drama"", ""Medical""]",Ended,Cinemax,"New York City, 1900: The Knickerbocker Hospital is home to groundbreaking surgeons, nurses and staff who push the boundaries of medicine in a time of astonishingly high mortality rates and zero antibiotics. The newly appointed leader of the surgery staff is the brilliant, arroga…"
How to Get Away with Murder,2014/09/25,2020/05/14,7.6,"[""Drama"", ""Thriller"", ""Legal""]",Ended,ABC,"The brilliant, charismatic and seductive Professor Annalise Keating gets entangled with four law students from her class, How to Get Away with Murder. Little do they know that they will have to apply what they learned to real life, in this masterful, sexy, suspense-driven legal…"
Nashville,2012/10/10,2018/07/26,7.4,"[""Drama"", ""Music"", ""Romance""]",Ended,CMT,"Nashville is set against the backdrop of the city's music scene and follows Rayna Jaymes and Juliette Barnes. Both women face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are t…"
Legends,2014/08/13,2015/12/28,7.5,"[""Drama"", ""Crime"", ""Thriller""]",Ended,TNT,"Sean Bean stars in Legends, a suspense-filled drama based on the award-winning book by master spy novelist Robert Littell. Bean plays Martin Odum, an undercover agent working for the FBI's Deep Cover Operations (DCO) division. Martin has the uncanny ability to transform himself…"
Red Band Society,2014/09/17,2015/02/07,7.7,"[""Drama"", ""Comedy""]",Ended,FOX,"What if a hospital was your high school, boarding school and summer camp rolled into one? What if it was the place where you fell in love for the first time and made friendships that lasted a lifetime? And what if it was all weirdly hilarious and the most fun you ever had in you…"
Chicago P.D.,2014/01/08,,8.0,"[""Drama"", ""Crime""]",Running,NBC,"District 21 of the Chicago Police Department is made up of two distinctly different groups. There are the uniformed cops who patrol the beat and go head to head with the city's street crimes. And there's the Intelligence Unit, the team that combats the city's major offenses - or…"
black-ish,2014/09/24,2022/04/19,6.1,"[""Comedy"", ""Family""]",Ended,ABC,"Andre 'Dre' Johnson has a great job, a beautiful wife, Rainbow, four kids, and a colonial home in the 'burbs. But has success brought too much assimilation for this black family? With a little help from his dad, Dre sets out to establish a sense of cultural identity for his fami…"
New Girl,2011/09/20,2018/05/15,7.2,"[""Comedy"", ""Romance""]",Ended,FOX,"New Girl is a single-camera ensemble comedy starring Zooey Deschanel as Jess, an offbeat girl who - after a bad breakup - moves in with three single guys and essentially sets a bomb off in their lives."
Chicago Fire,2012/10/10,,8.0,"[""Drama"", ""Action""]",Running,NBC,"No job is more stressful, dangerous or exhilarating than those of the Firefighters, Rescue Squad and Paramedics of Chicago Firehouse 51. These are the courageous men and women who forge headfirst into danger when everyone else is running the other way and whose actions make the…"
NCIS,2003/09/23,,7.9,"[""Drama"", ""Action"", ""Crime""]",Running,CBS,"NCIS (Naval Criminal Investigative Service) is more than just an action drama. With liberal doses of humor, it's a show that focuses on the sometimes complex and always amusing dynamics of a team forced to work together in high-stress situations. Leroy Jethro Gibbs, a former Mar…"
Orphan Black,2013/03/30,2017/08/12,8.6,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,CTV Sci-Fi Channel,"Orphan Black is about Sarah, an outsider and orphan whose life changes dramatically after witnessing the suicide of a woman, ""Beth"", who looks just like her. Sarah takes her identity, her boyfriend and her money. But instead of solving her problems, the street-smart chameleon is…"
The Originals,2013/10/03,2018/08/01,8.2,"[""Drama"", ""Romance"", ""Supernatural""]",Ended,The CW,"The Originals is a spin-off show from the supernatural drama The Vampire Diaries. It is based in the city of New Orleans where the originals represent the original vampires. The show is primarily based around conflict between vampires, werewolves and witches in the city."
The Vampire Diaries,2009/09/10,2017/03/10,7.9,"[""Drama"", ""Romance"", ""Supernatural""]",Ended,The CW,The Vampire Diaries is a supernatural drama/romance based around Elena Gilbert who falls in love with a 163 year old vampire.Based on a novel series by L.J. Smith.
Utopia,2013/01/15,2014/08/12,8.3,"[""Drama"", ""Science-Fiction"", ""Thriller""]",Ended,Channel 4,Utopia based initially around a small group of people who find a rare manuscript of the same name. This leads the group to be targeted by a large organisation with little knowledge of the manuscript's relevance or importance.
Bones,2005/09/13,2017/03/28,8.1,"[""Drama"", ""Crime"", ""Medical""]",Ended,FOX,"F.B.I. Agent Seeley Booth is teamed up with forensic anthropologist Dr. Temperance ""Bones"" Brennan to solve some of the most baffling and bizarre crimes ever. Booth depends on clues from the living, witnesses and suspects, while Brennan gathers evidence from the dead, relying on…"
The Big Bang Theory,2007/09/24,2019/05/16,8.0,"[""Comedy""]",Ended,CBS,"The Big Bang Theory is a comedy about brilliant physicists, Leonard and Sheldon, who are the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirite…"
Grey's Anatomy,2005/03/27,,7.7,"[""Drama"", ""Romance"", ""Medical""]",Running,ABC,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis -- it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in…"
Castle,2009/03/09,2016/05/16,8.2,"[""Drama"", ""Crime""]",Ended,ABC,"Castle follows Rick Castle who is one of the world's most successful crime authors. But when his rock star lifestyle isn't enough, this bad boy goes looking for new trouble and finds it working with smart, beautiful Detective Kate Beckett. Inspired by her professional record and…"
The Blacklist,2013/09/23,2023/07/13,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Ended,NBC,The Blacklist is a crime drama involving a former government agent who turned into a high-profile criminal turning himself in to the FBI offering to help catch criminals.
The Voice,2011/04/26,,5.9,"[""Music""]",Running,NBC,"The Voice is a singing competition where famous musicians serve as coaches to mentor aspiring artists through a series of blind auditions, battles, and live performances, with the ultimate goal of finding and crowning America's best new vocal talent."
Dancing with the Stars,2005/06/01,,6.4,"[""Family""]",Running,ABC,The hit series in which celebrities perform choreographed dance routines that are judged by a panel of renowned ballroom experts
NCIS: Los Angeles,2009/09/22,2023/05/21,7.9,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"NCIS: Los Angeles is a drama about the high-stakes world of a division of NCIS that is charged with apprehending dangerous and elusive criminals that pose a threat to the nation's security. By assuming false identities and utilizing the most advanced technology, this team of hig…"
The Walking Dead,2010/10/31,2022/11/20,7.9,"[""Drama"", ""Action"", ""Horror""]",Ended,AMC+,"The Walking Dead tells the story of the months and years that follow after a zombie apocalypse. It follows a group of survivors, led by former police officer Rick Grimes, who travel in search of a safe and secure home. As the world overrun by the dead takes its toll on the survi…"
Hell on Wheels,2011/11/06,2016/07/23,8.2,"[""Drama"", ""Action"", ""Western""]",Ended,AMC,"Hell on Wheels is an American Western television series about the construction of the First Transcontinental Railroad across the United States. The series follows the Union Pacific Railroad and its surveyors, laborers, prostitutes, mercenaries, and others who lived, worked and d…"
The Mindy Project,2012/09/25,2017/11/14,7.0,"[""Comedy"", ""Romance"", ""Medical""]",Ended,Hulu,The Mindy Project is a single-camera comedy series which follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life.
Sons of Anarchy,2008/09/03,2014/12/09,8.3,"[""Drama"", ""Action"", ""Crime""]",Ended,FX,"Sons of Anarchy is an American television drama series created by Kurt Sutter, about the lives of a close-knit outlaw motorcycle club operating in Charming, a fictional town in California's Central Valley. The show centers on protagonist Jackson ""Jax"" Teller (Charlie Hunnam), in…"
The Middle,2009/09/30,2018/05/22,8.0,"[""Comedy"", ""Family""]",Ended,ABC,"Forget about athletes, movie stars and politicians. Parents are the real heroes - but we think Frankie Heck, must be some kind of superhero. A loving wife and mother of three, she's middle class in the middle of the country and is rapidly approaching middle age.Frankie and her h…"
The Mysteries of Laura,2014/09/17,2016/03/02,7.3,"[""Comedy"", ""Crime""]",Ended,NBC,"Laura Diamond is a brilliant NYPD homicide detective who balances her ""Columbo"" day job with a crazy family life that includes two unruly twin boys and a soon-to-be ex-husband - also a cop - who just can't seem to sign the divorce papers. Between cleaning up after her boys and c…"
The Goldbergs,2013/09/24,2023/05/03,7.5,"[""Comedy"", ""Family""]",Ended,ABC,"Before there were parenting blogs, trophies for showing up and peanut allergies, there was a simpler time called the '80s. For geeky and movie obsessed youngest child Adam, these were his wonder years, and he faced them armed with a video camera to capture all the crazy. The Gol…"
Modern Family,2009/09/23,2020/04/08,7.7,"[""Comedy"", ""Family""]",Ended,ABC,"Modern Family revolves around three different types of families (nuclear, step- and same-sex) living in the Los Angeles area, who are interrelated through Jay Pritchett and his children, Claire Dunphy (née Pritchett) and Mitchell Pritchett. Patriarch Jay is remarried to a much y…"
Criminal Minds,2005/09/22,,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Running,Paramount+,"Criminal Minds revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again."
Game of Thrones,2011/04/17,2019/05/19,8.9,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,HBO,"Based on the bestselling book series A Song of Ice and Fire by George R.R. Martin, this sprawling new HBO drama is set in a world where summers span decades and winters can last a lifetime. From the scheming south and the savage eastern lands, to the frozen north and ancient Wal…"
The Simpsons,1989/12/17,,8.1,"[""Comedy"", ""Family""]",Running,FOX,"The Simpsons is the longest running scripted show in US television history. It captures the adventures of Homer, Marge, Maggie, Bart and Lisa who are living in a fictional town called Springfield."
Family Guy,1999/01/31,,7.6,"[""Comedy"", ""Family""]",Running,FOX,"Family Guy follows Peter Griffin the endearingly ignorant dad, and his hilariously offbeat family of middle-class New Englanders in Quahog, RI. Lois is Peter's wife, a stay-at-home mom with no patience for her family's antics. Then there are their kids: 18-year-old Meg is an out…"
Stalker,2014/10/01,2015/05/18,7.5,"[""Crime"", ""Thriller""]",Ended,CBS,"Stalker is a psychological thriller about detectives who investigate stalking incidents - including voyeurism, cyber harassment and romantic fixation - for the Threat Assessment Unit of the LAPD. Det. Jack Larsen is a recent transfer to the Unit from New York City's homicide div…"
The Bridge,2013/07/10,2014/10/01,7.5,"[""Drama"", ""Crime"", ""Thriller""]",Ended,FX,"When the body of a cartel member is found on US soil, Sonya Cross from El Paso PD and her Mexican counterpart, Marco Ruiz must work together to solve the case.A present-day crime thriller exploring the tensions on the US-Mexico border. When an American judge known for her anti-i…"
Reign,2013/10/17,2017/06/16,7.6,"[""Drama"", ""Romance"", ""History""]",Ended,The CW,"Hidden between the lines of the history books is the story of Mary Stuart, the young woman the world would come to know as Mary, Queen of Scots. Queen of Scotland since she was six days old, the teenage Mary is already a headstrong monarch - beautiful, passionate, and poised at…"
Unforgettable,2011/09/20,2016/01/22,7.5,"[""Drama"", ""Crime""]",Ended,A&E,"Unforgettable follows Carrie Wells, an enigmatic former police detective with a rare condition that makes her memory so flawless that every place, every conversation, every moment of joy and every heartbreak is forever embedded in her mind. It's not just that she doesn't forget…"
Haven,2010/07/09,2015/12/17,8.0,"[""Drama"", ""Crime"", ""Supernatural""]",Ended,Syfy,"When FBI Special Agent Audrey Parker is dispatched to the small town of Haven, Maine, on a routine case, she soon finds herself increasingly involved in the return of ""The Troubles"", a plague of supernatural afflictions that have occurred in the town at least twice before. With…"
Bad Judge,2014/10/02,2015/01/22,7.4,"[""Comedy"", ""Family""]",Ended,NBC,"No excuses, no apologies, no compromises. Wild child Rebecca Wright knows how to have a good time, but she also happens to be one of L.A.'s toughest and most respected criminal court judges. She has a reputation for unorthodox behavior in the courtroom, including creative ruling…"
A to Z,2014/10/02,2015/01/22,6.7,"[""Comedy"", ""Romance""]",Ended,NBC,"This is the A to Z story of Andrew and Zelda - a pair that almost wasn't - and all that happened from the day they met. Andrew has always been a secret romantic... not above crooning to Celine Dion while driving to work, with dreams of finding ""the one."" He imagines her to be ju…"
Parenthood,2010/03/02,2015/01/29,8.0,"[""Drama"", ""Comedy"", ""Family""]",Ended,NBC,"Parenthood is the critically acclaimed one-hour drama inspired by the box office hit of the same name. This reimagined and updated Universal Television/Imagine Entertainment production follows the trials and tribulations of the very large, colorful and imperfect Braverman family…"
Defiance,2013/04/15,2015/08/28,7.8,"[""Action"", ""Adventure"", ""Science-Fiction""]",Ended,Syfy,"Set on a future Earth, Defiance introduces players and viewers to a world where humans and aliens live together on a planet ravaged by decades of war and transformed by alien terra-forming machines. It centers on Jeb Nolan, the law-keeper in a bustling frontier boomtown that is…"
Falling Skies,2011/06/19,2015/08/30,7.6,"[""Drama"", ""Action"", ""Science-Fiction""]",Ended,TNT,"The series tells the story of the aftermath of a global invasion by several races of extraterrestrials that neutralizes the world's power grid and technology, quickly destroys the combined militaries of all the world's countries, and apparently kills over 90% of the human popula…"
Manhattan Love Story,2014/09/30,2014/12/04,5.4,"[""Comedy"", ""Romance""]",Ended,ABC,"Have you ever wondered what your date was thinking? This romantic comedy exposes the differences between men and women through the unfiltered thoughts, and often contradictory actions, of a new couple who have just begun dating."
The Biggest Loser,2004/10/19,2020/03/31,6.0,[],Ended,USA Network,"NBC's The Biggest Loser, a show known for its incredible weight loss makeovers, will reveal an exciting makeover of its own when the popular series returns on Monday, January 4 (9-11 p.m. ET) with new host Bob Harper, a new ""Temptation"" theme, an updated state-of-the-art gym, a…"
Scandal,2012/04/05,2018/04/19,7.9,"[""Drama"", ""Thriller""]",Ended,ABC,"Everyone has secrets… and Olivia Pope has dedicated her life to protecting and defending the public images of the nation's elite by keeping those secrets under wraps. Pope's team are at the top of their game when it comes to getting the job done for their clients, but it becomes…"
America's Next Top Model,2003/05/20,2018/04/11,5.5,[],Ended,VH1,"Created by supermodel Tyra Banks, America's Next Top Model follows a group of young women of various backgrounds, shapes and sizes who live together in a loft and vie for a modeling contract. The show exposes the transformation of everyday young women into potentially fierce sup…"
